,international_reputation,weak_foot,skill_moves,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,Attack_workrate,Defend_workrate,Positon_General,preferred_foot_Left,preferred_foot_Right,body_type_Akinfenwa,body_type_C. Ronaldo,body_type_Courtois,body_type_Lean,body_type_Messi,body_type_Neymar,body_type_Normal,body_type_PLAYER_BODY_TYPE_25,body_type_Shaqiri,body_type_Stocky,height_cm,weight_kg,age
116,2,2,2,46,30,77,73,32,43,72,68,68,65,65,75,64,80,59,44,82,63,78,22,78,78,30,55,52,80,83,83,84,11,16,11,15,13,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,188,83,26
117,2,2,3,86,28,71,77,57,76,57,52,69,77,76,78,66,82,66,66,82,86,79,41,78,72,72,68,54,78,72,79,77,10,11,14,13,7,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,182,81,27
118,2,3,2,51,42,72,73,37,53,72,51,81,70,69,71,67,75,63,81,89,68,79,74,86,81,48,50,39,69,79,81,84,12,16,11,13,11,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,182,77,28
119,2,3,3,80,59,80,77,55,71,77,75,63,75,67,70,65,79,61,79,85,82,79,69,77,77,62,62,73,74,81,82,76,9,15,14,10,16,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,187,82,27
120,2,3,2,65,55,81,74,44,62,59,51,77,73,52,52,62,76,71,65,81,71,78,61,77,83,58,63,68,80,77,84,82,6,7,12,11,14,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,181,80,33
121,2,3,3,67,55,70,71,51,66,45,48,67,69,67,62,68,78,67,79,63,63,71,74,75,85,55,60,57,76,84,86,84,9,12,12,6,13,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,183,79,32
122,3,3,3,80,57,62,77,64,80,66,57,66,80,78,76,74,82,79,68,79,76,70,67,87,81,68,73,57,76,81,83,83,10,11,8,13,13,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,174,76,28
123,3,4,2,45,53,87,72,60,60,52,76,66,67,53,53,45,80,36,88,43,56,80,74,74,79,53,59,60,80,81,80,78,14,10,14,8,14,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,198,91,36
124,3,3,2,69,59,78,78,57,71,49,47,74,75,65,65,65,83,64,74,76,78,76,71,78,82,69,75,52,83,86,84,82,12,6,7,12,7,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,185,81,30
125,2,4,2,43,39,78,76,54,58,33,30,69,60,63,67,63,78,61,73,75,75,76,62,82,83,49,65,34,81,83,83,81,13,7,8,14,15,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,186,81,30
126,2,3,4,81,56,70,77,69,74,82,80,76,80,73,76,71,78,72,87,62,81,67,84,75,80,70,66,61,73,72,81,82,10,7,10,9,14,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,176,70,32
127,3,2,2,44,41,90,64,35,48,46,37,60,70,33,33,30,76,32,63,41,69,89,26,84,80,32,47,26,81,81,83,77,8,9,12,11,14,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,195,85,32
128,2,3,3,74,45,67,80,57,68,70,63,77,76,52,54,69,82,72,54,74,65,68,53,75,79,61,76,61,85,86,83,80,10,12,10,15,9,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,180,72,35
129,2,2,2,59,51,76,72,33,63,36,39,67,75,69,70,46,75,38,72,78,65,93,54,77,81,53,50,58,71,75,80,77,10,16,12,9,14,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,185,80,29
130,2,4,3,86,48,73,79,54,74,86,82,78,80,75,74,73,77,74,75,74,88,64,70,70,78,72,80,66,73,75,82,79,11,14,8,11,10,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,173,71,28
131,3,3,3,55,40,76,69,36,65,53,45,67,67,68,65,72,76,68,57,83,65,73,53,76,84,50,64,57,76,84,84,80,5,11,12,6,12,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,180,73,28
132,3,3,2,52,54,82,65,49,59,49,22,64,58,61,75,55,76,44,42,74,67,88,35,83,78,46,56,52,67,78,81,79,10,15,16,15,15,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,194,81,29
133,3,2,2,29,27,82,63,17,51,35,26,59,58,42,47,33,77,51,57,80,63,90,20,86,79,24,23,39,78,79,79,77,10,14,5,8,10,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,190,80,31
134,2,3,2,60,50,79,79,51,67,50,62,83,71,66,79,59,78,46,78,54,70,85,57,81,82,55,67,53,78,81,80,78,6,13,8,7,14,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,194,85,27
135,2,4,2,59,33,80,68,42,63,26,18,66,67,54,54,50,75,41,63,81,64,82,34,86,81,21,56,52,69,76,82,84,14,14,13,10,7,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,188,84,29
136,3,3,2,65,41,79,66,36,53,44,35,60,66,68,80,64,75,63,54,79,76,78,22,84,81,43,50,51,78,85,79,83,16,13,10,9,8,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,184,76,30
137,1,2,4,80,60,59,81,55,83,65,50,67,81,84,80,72,81,82,75,59,88,75,73,63,79,82,71,51,79,77,74,75,8,8,14,11,10,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,177,78,29
138,2,4,3,85,54,70,79,52,79,77,68,74,80,69,79,71,79,62,80,71,88,66,69,74,76,69,69,76,75,79,81,80,12,7,8,8,13,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,184,80,28
139,2,3,2,57,37,89,73,26,62,33,58,73,70,59,65,55,78,36,77,47,69,90,55,80,79,48,62,43,73,75,85,77,14,7,10,13,16,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,196,85,28
140,2,3,3,82,44,73,77,53,74,70,57,70,79,76,78,66,79,72,75,85,87,72,58,75,80,65,68,52,67,79,81,77,15,11,10,10,12,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,181,76,27
141,1,4,4,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,70,77,81,16,15,15,7,7,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,178,69,31
142,1,4,4,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,77,77,81,16,15,15,7,7,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,178,69,31
143,1,2,4,68,44,58,70,43,80,47,45,56,75,86,88,84,75,71,64,62,77,69,46,78,80,65,61,56,73,81,83,86,9,8,6,8,8,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,183,72,21
144,1,2,3,35,21,77,75,28,69,28,23,67,69,71,84,65,71,55,37,74,68,83,25,77,78,33,41,41,74,76,85,79,9,7,9,9,15,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,192,93,20
145,1,5,3,64,37,76,75,32,65,54,38,66,69,73,75,69,76,65,65,81,77,72,40,85,77,53,59,41,78,75,81,83,9,9,14,10,12,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,186,76,22
146,1,2,3,76,59,64,79,48,83,65,55,68,79,90,93,75,77,75,75,70,84,73,62,67,76,71,63,46,72,74,77,71,10,8,14,6,8,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,181,73,20
147,1,3,2,46,26,79,75,25,50,37,25,68,51,52,71,39,72,34,66,61,64,92,25,75,77,31,59,30,78,76,86,80,9,13,5,14,14,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,196,90,20
148,1,3,2,58,42,75,73,35,67,35,29,68,70,74,75,68,79,62,51,76,76,79,36,79,79,36,61,39,79,77,80,81,7,10,15,15,15,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,184,80,24
149,1,3,2,68,59,74,75,36,70,37,22,59,75,79,90,63,75,60,53,82,81,75,31,68,78,70,55,26,67,80,80,79,8,12,10,7,7,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,189,83,23
150,2,3,3,69,38,79,77,39,75,47,32,78,77,78,76,75,78,72,43,82,76,76,24,76,77,59,69,41,82,75,80,81,12,7,7,7,8,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,186,79,23
151,1,3,3,70,37,73,78,57,66,58,51,79,76,68,69,67,77,65,65,86,75,75,48,69,84,54,66,51,77,82,79,81,9,7,15,7,15,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,186,76,23
152,1,3,3,77,43,68,73,42,78,65,66,69,79,79,78,70,76,72,69,81,87,68,38,74,76,68,64,52,73,76,78,81,10,7,14,7,10,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,178,77,22
153,1,3,3,81,66,74,75,55,75,65,43,70,76,85,85,64,77,63,68,77,81,74,59,76,78,76,67,38,75,72,76,76,7,7,7,14,14,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,184,78,22
154,1,3,2,54,50,82,76,48,65,43,35,67,70,76,79,65,74,64,63,66,70,79,55,74,79,52,71,39,69,79,82,77,7,15,10,15,13,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,190,88,24
155,2,3,4,85,57,58,77,62,82,83,75,77,80,87,84,75,79,84,80,82,87,74,66,77,75,75,78,55,67,71,74,73,13,6,13,13,13,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,175,69,22
156,2,3,4,77,48,70,75,44,75,64,54,61,77,76,78,72,75,79,68,76,81,59,47,82,79,65,66,46,73,77,79,80,7,10,12,10,6,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,170,70,25
157,1,4,3,82,53,57,79,75,74,76,56,77,77,72,76,70,76,72,72,70,79,71,64,70,78,70,66,46,78,78,80,82,13,8,8,9,16,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,178,73,24
158,1,3,2,64,23,79,64,27,52,46,48,63,64,56,59,64,68,49,42,90,72,83,35,82,77,34,45,49,60,78,79,82,10,16,10,15,16,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,187,80,27
159,2,3,2,56,37,75,67,54,58,38,26,66,63,74,76,76,73,72,68,88,71,80,13,88,81,45,58,46,75,77,80,81,14,13,8,11,14,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,182,78,27
160,1,4,2,59,40,80,72,40,61,54,53,72,68,55,61,57,75,53,63,82,69,81,38,79,79,43,65,52,78,79,80,79,14,8,12,9,7,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,192,81,26
161,2,3,2,36,39,82,73,32,65,30,28,75,64,66,75,58,73,51,50,73,61,82,29,75,77,40,57,45,81,79,82,76,8,7,10,9,10,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,193,78,26
162,2,2,3,82,57,74,78,55,75,61,25,62,76,69,79,58,74,55,82,76,79,90,58,93,73,72,74,44,72,71,80,78,15,9,16,7,9,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,183,85,26
163,2,4,2,65,60,81,74,53,67,65,66,75,72,61,62,64,79,64,76,88,72,77,69,72,81,59,69,78,80,80,81,76,8,9,11,10,15,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,188,84,27
164,1,3,3,77,49,60,72,52,76,62,33,70,75,85,83,79,75,80,72,77,85,64,45,77,78,65,65,38,72,74,79,79,15,8,16,10,13,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,172,71,26
165,1,3,2,33,31,82,71,24,47,30,34,56,56,53,59,39,77,42,71,73,67,85,34,82,80,27,45,48,74,81,81,75,9,13,15,9,15,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,188,85,27
166,3,3,2,53,58,81,75,51,53,55,47,69,70,58,62,63,76,67,66,81,68,78,52,84,75,49,55,54,73,74,79,80,11,9,15,10,6,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,184,82,27
167,1,3,2,40,48,82,64,40,54,46,25,56,66,57,55,34,77,48,54,82,60,80,50,82,80,47,22,35,72,78,82,78,7,9,13,10,15,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,186,81,28
168,1,3,3,79,39,71,71,52,73,64,49,70,74,77,84,65,77,63,68,81,92,80,55,72,75,68,66,40,68,76,77,77,15,15,12,6,6,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,187,85,25
169,1,4,2,50,32,78,76,23,59,45,35,69,66,57,69,54,71,47,50,66,67,93,21,79,77,43,55,56,80,73,82,78,7,8,15,10,9,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,195,97,28
170,2,3,3,78,58,66,79,48,75,72,48,70,78,74,73,68,78,68,65,74,84,69,52,76,79,64,75,54,74,78,82,80,11,7,6,7,14,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,182,76,26
171,2,4,3,35,26,75,73,34,68,47,71,59,69,79,76,69,74,55,73,81,65,86,57,82,75,52,51,41,72,80,80,75,7,10,14,7,11,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,186,86,26
172,3,2,2,58,23,74,76,20,52,50,30,69,62,51,54,51,70,54,51,75,66,91,38,87,80,36,61,40,76,74,82,78,14,12,9,7,8,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,187,83,29
173,1,3,2,43,49,74,70,29,38,38,35,62,59,47,58,44,76,57,54,77,72,78,33,89,80,44,46,40,71,82,80,76,14,12,13,9,10,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,185,80,29
174,2,3,2,60,44,78,71,49,55,38,35,64,61,54,55,52,77,55,68,81,64,78,54,87,80,42,54,50,65,76,79,80,10,8,6,16,11,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,185,71,27
175,2,3,3,81,54,73,77,47,75,69,30,69,78,77,77,70,79,76,71,92,73,71,58,86,79,67,71,64,75,75,78,81,7,10,15,16,9,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,176,76,26
176,1,3,3,84,46,64,75,36,79,76,73,77,78,78,80,67,77,70,67,70,82,72,51,79,77,77,71,78,70,74,74,74,14,6,7,6,15,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,178,78,27
177,2,3,3,75,51,69,74,43,74,31,54,72,77,81,85,76,76,76,56,82,91,69,50,79,75,70,64,56,76,74,79,78,14,7,14,15,16,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,178,72,27
178,2,4,2,70,50,76,74,38,65,40,34,73,72,64,68,67,77,68,60,78,80,75,41,83,79,55,55,42,78,78,82,78,7,10,6,9,11,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,184,75,27
179,2,3,3,81,59,69,74,69,76,74,59,68,74,76,80,72,75,68,75,67,86,68,72,75,76,68,64,59,73,76,78,79,11,9,8,6,11,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,182,72,27
180,3,4,2,58,47,80,74,48,57,51,55,76,74,34,37,52,76,61,65,64,68,82,53,74,79,41,62,57,79,80,82,80,14,8,10,6,13,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,188,85,35
181,3,3,3,78,63,75,78,62,74,74,61,73,76,69,69,73,80,73,74,81,72,71,68,79,78,68,64,66,75,79,79,78,8,9,7,15,10,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,176,76,33
182,3,2,2,39,35,83,68,43,46,33,27,67,57,40,60,47,72,52,46,73,73,86,35,84,77,33,28,39,71,77,79,77,15,5,7,6,11,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,191,81,34
183,2,4,2,52,28,78,72,46,41,32,25,64,70,57,55,46,79,57,42,79,64,78,24,78,80,28,55,44,74,78,83,79,12,16,16,15,8,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,188,77,31
184,2,5,3,54,39,77,78,40,69,56,44,76,74,53,48,64,79,64,67,77,62,75,56,72,82,60,73,41,77,83,79,75,11,9,14,15,7,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,183,76,33
185,2,3,3,80,56,69,78,62,72,72,66,79,73,75,74,67,75,65,68,78,83,70,59,79,75,68,72,70,75,82,80,81,13,10,16,9,9,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,183,75,32
186,3,3,2,49,43,82,74,34,54,39,37,63,67,64,65,57,76,56,65,90,68,75,42,81,77,30,48,45,72,79,80,78,8,16,7,14,16,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,189,77,32
187,2,3,3,76,55,72,77,58,73,74,52,61,77,65,61,70,82,72,74,74,67,64,61,77,81,65,66,61,76,80,83,81,7,5,9,3,5,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,180,77,33
188,2,3,3,79,61,69,78,64,77,65,53,69,78,75,73,73,78,74,75,71,77,65,66,80,79,72,70,55,82,78,82,80,5,15,10,13,7,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,177,77,30
189,2,3,3,79,56,75,77,59,72,77,55,72,77,78,82,73,75,75,80,85,79,79,73,85,79,52,54,59,75,78,77,78,12,13,9,8,11,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,180,80,29
190,1,3,3,83,54,59,76,58,75,82,56,75,80,85,80,73,77,72,84,70,90,70,68,76,72,74,69,61,70,71,72,81,10,12,12,9,13,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,177,69,33
191,3,4,2,49,28,79,74,47,64,44,33,69,69,67,75,64,79,61,62,80,65,79,29,70,77,35,59,43,78,81,82,81,11,8,11,12,15,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,186,83,29
192,2,3,4,78,55,68,80,76,82,72,68,79,81,75,73,85,78,83,84,77,72,72,76,82,79,77,76,64,76,80,80,80,5,4,3,4,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,173,75,30
193,1,3,3,82,46,76,80,42,75,75,67,64,76,66,71,69,75,68,69,66,72,66,59,72,80,70,68,45,71,77,81,82,12,13,10,16,13,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,182,77,29
194,2,3,2,70,40,83,67,29,55,70,74,75,60,50,55,33,66,42,85,71,70,90,67,85,79,44,52,52,71,75,82,76,15,11,14,10,6,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,191,89,30
195,1,2,3,81,56,71,77,51,68,69,69,77,75,69,74,71,78,74,81,72,76,68,63,75,81,67,63,66,69,80,78,80,9,15,7,13,14,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,176,72,29
196,2,3,3,78,68,65,76,74,73,73,54,69,74,72,75,66,78,60,80,71,77,76,69,78,78,64,60,50,69,80,81,82,9,12,8,9,15,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,182,74,28
197,2,2,2,54,37,77,71,39,53,67,46,70,69,50,53,52,75,55,59,76,68,77,38,81,79,39,56,46,69,80,80,82,12,8,6,6,14,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,185,78,30
198,2,4,3,82,72,65,77,68,80,83,81,70,80,74,74,75,77,67,76,77,85,73,77,74,76,74,77,82,75,70,74,68,12,10,13,6,14,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,182,80,31
199,2,4,3,78,61,69,79,73,73,76,76,69,79,69,72,68,79,64,84,75,77,75,74,75,81,72,64,67,69,79,79,79,14,5,15,14,5,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,184,78,27
200,2,2,2,59,44,75,69,57,55,36,41,68,61,45,53,54,69,34,78,77,66,92,57,90,78,22,51,45,73,79,81,77,15,16,10,15,6,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,189,89,31
201,1,3,3,81,59,71,78,59,71,69,70,72,73,74,77,75,76,76,83,77,78,71,71,84,79,59,62,67,74,78,79,81,16,9,9,15,7,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,173,68,31
202,2,3,3,79,27,60,76,53,79,68,66,72,76,88,79,88,78,89,69,92,91,51,73,73,77,59,64,60,73,71,76,76,13,5,9,8,14,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,170,67,28
203,3,3,3,78,55,71,77,51,74,65,65,74,78,74,76,68,80,67,69,66,78,76,61,71,79,62,72,65,76,78,79,77,9,10,10,12,14,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,185,75,29
204,1,3,4,81,71,72,77,66,82,59,56,66,81,78,87,79,78,86,75,69,80,66,66,63,72,78,65,64,72,72,78,79,7,11,10,16,10,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,170,65,27
205,1,3,2,40,45,79,55,29,55,31,32,49,63,69,68,59,75,61,51,92,52,80,26,80,80,45,32,42,61,81,81,79,11,8,10,15,13,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,181,72,32
206,1,3,2,56,50,85,67,49,55,37,43,62,57,52,51,57,75,51,67,86,75,85,54,87,80,46,53,51,75,77,80,76,10,9,7,13,12,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,187,80,29
207,1,3,3,81,48,69,73,49,78,55,49,75,77,83,76,82,81,75,52,51,85,62,56,62,77,57,61,41,54,79,78,76,15,13,12,10,15,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,177,75,35
208,1,3,2,55,51,76,68,44,44,54,50,72,62,67,72,49,79,49,43,88,62,81,51,88,77,24,47,66,70,81,78,81,9,14,13,8,10,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,182,79,31
209,1,3,2,55,51,76,68,44,44,54,50,72,62,67,72,49,79,49,43,88,62,81,51,88,77,24,47,66,70,80,78,81,9,14,13,8,10,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,182,79,31
210,1,2,2,30,26,77,74,28,64,33,27,73,68,44,63,41,77,51,81,66,77,74,45,84,79,52,49,38,76,81,82,74,8,7,9,13,12,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,192,78,22
211,1,3,2,36,40,77,68,33,48,40,36,67,64,60,60,52,73,58,48,77,66,86,38,76,77,28,48,44,71,79,79,76,13,7,9,15,14,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,192,90,23
212,2,3,2,37,30,75,67,48,50,32,34,63,63,64,70,52,73,47,50,74,69,84,31,78,79,42,43,44,72,78,80,81,10,7,6,14,9,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,194,92,22
213,1,3,3,81,59,70,82,61,79,80,74,77,81,73,69,77,77,78,77,72,74,59,71,70,77,75,78,59,76,78,79,75,15,11,13,11,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,175,64,22
214,2,3,3,65,30,79,73,30,69,45,29,55,72,65,75,64,75,54,42,73,75,77,31,69,79,53,59,37,65,76,81,76,9,15,10,12,9,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,189,78,22
215,1,3,2,58,43,64,65,26,69,60,73,67,58,90,75,55,72,65,74,70,72,86,60,80,78,65,50,45,73,82,77,85,12,14,13,12,12,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,188,86,25
216,1,3,3,85,36,71,77,40,75,75,54,67,77,76,69,76,77,72,64,61,81,60,55,60,78,63,64,43,74,77,78,77,11,14,10,12,12,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,178,68,22
217,1,4,3,62,42,74,76,45,68,62,40,76,75,70,73,74,78,68,62,85,77,75,37,73,79,50,65,43,78,79,80,76,11,13,7,14,7,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,183,71,23
218,1,2,2,65,53,74,69,51,57,57,32,68,67,74,76,68,73,70,59,83,69,76,55,77,79,45,55,50,70,78,81,80,11,6,12,9,14,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,183,80,25
219,1,3,2,43,51,86,70,41,60,38,30,52,53,45,56,50,72,32,70,70,66,88,50,80,75,48,54,53,78,76,79,75,10,8,12,9,12,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,195,94,24
220,1,3,2,46,23,79,65,33,50,29,16,57,64,57,61,67,75,51,40,85,69,84,27,83,78,23,40,19,73,79,77,76,10,15,7,10,15,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,188,89,25
221,1,2,2,43,33,77,72,35,57,35,35,69,67,65,68,65,74,64,60,77,67,78,31,85,73,41,59,41,71,77,80,84,9,9,14,14,9,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,186,84,24
222,1,2,2,41,28,76,62,31,40,29,27,59,59,38,41,31,74,31,58,65,54,92,24,80,78,28,33,30,69,80,79,75,7,12,7,16,12,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,193,84,25
223,2,3,3,76,48,80,72,28,71,50,40,65,74,77,82,68,75,53,66,89,90,87,40,83,72,69,59,42,70,75,78,75,10,10,7,13,14,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,188,80,23
224,1,3,2,44,37,80,73,39,52,44,42,63,63,65,66,53,76,58,57,73,78,74,37,78,78,34,40,52,68,82,79,74,7,7,14,6,6,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,187,79,24
225,1,3,2,57,31,78,75,35,47,31,36,56,61,55,64,53,64,65,48,84,68,91,42,81,74,34,32,40,75,75,78,76,6,10,8,16,14,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,187,91,27
226,1,2,3,73,34,59,73,32,78,57,58,68,74,89,91,78,75,73,51,83,92,70,37,84,75,72,60,52,69,74,74,73,12,12,16,12,15,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,176,75,26
227,2,2,2,44,28,76,66,30,58,41,70,68,66,63,64,62,78,66,75,76,57,67,62,78,82,40,50,64,78,77,82,80,11,12,16,16,8,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,185,75,28
228,1,3,2,38,41,83,62,30,45,37,33,64,56,46,47,32,77,35,55,89,63,85,49,85,78,49,44,45,67,78,78,75,9,11,16,8,12,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,193,76,27
229,2,3,2,51,50,75,75,42,62,47,41,70,73,46,51,55,72,57,75,78,69,83,66,81,81,46,46,43,77,80,76,73,11,15,15,12,7,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,189,89,28
230,1,3,2,32,37,76,71,24,60,30,43,74,68,42,50,44,79,37,72,74,64,83,21,80,78,30,45,36,72,79,76,78,15,16,9,12,6,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,192,88,27
231,1,3,2,25,25,73,69,22,62,48,52,66,63,65,62,55,71,53,67,74,75,79,34,85,80,25,32,35,70,80,82,77,10,6,13,10,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,186,78,28
232,1,3,2,60,40,80,77,35,58,49,42,68,68,61,67,62,74,62,59,80,76,73,49,74,78,49,45,47,72,77,79,78,15,10,14,12,13,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,188,75,26
233,1,3,2,28,37,78,65,52,68,52,51,63,70,74,78,70,74,64,66,72,72,84,46,77,78,38,44,50,84,78,79,78,11,8,8,12,10,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,192,86,27
234,1,5,2,38,44,73,69,38,66,64,26,67,67,66,69,67,73,67,66,72,71,92,63,78,79,58,62,50,78,76,80,77,5,11,6,11,5,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,190,93,28
235,1,3,2,47,49,78,66,52,59,34,27,57,66,64,74,57,73,57,57,83,68,80,44,78,76,50,36,53,64,78,77,80,14,11,6,14,16,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,188,84,28
