,short_name,Position,overall,value_eur
2512,M. Zeegelaar,LB,74,4800000
2514,J. Larsen,RB,74,4800000
2519,F. Hanin,LB,74,4600000
2525,M. Linnes,RB,74,5000000
2527,G. Tzavellas,CB,74,4200000
2530,T. Klose,CB,74,4200000
2536,Hong Jeong Ho,CB,74,4700000
2542,J. Sánchez Miño,LB,74,4600000
2548,L. Advíncula,RB,74,4600000
2552,Ewerton,CB,74,4600000
2557,João Pereira,RB,74,1600000
2558,M. Morozyuk,RB,74,4100000
2559,B. Butko,RB,74,4800000
2567,A. Semenov,CB,74,0
2568,R. Czichos,CB,74,4700000
2572,M. Pavlović,CB,74,4700000
2576,R. Pérez,CB,74,4700000
2577,D. Bocanegra,CB,74,3600000
2581,P. Goltz,CB,74,2100000
2584,O. Opazo,RB,74,4800000
2587,D. Braghieri,CB,74,3600000
2596,A. Oyongo,LWB,74,4800000
2600,S. Özbayraklı,RB,74,4600000
2601,P. Martinez,CB,74,4600000
2603,C. Mayada,RB,74,4800000
2606,Jorge Miramón,RB,74,4400000
2607,Enaldo Praz,LB,74,4100000
2608,Jailson Caeiro,RB,74,5000000
2609,Kel Perinho,CB,74,1700000
2610,Hugo Goiteira,CB,74,5000000
2611,Osvaldo Lodeiro,CB,74,4200000
2612,Fabiano Sonta,CB,74,5000000
2621,Padilhisco,LB,74,5000000
2622,Jesus Andradaldo,RB,74,5000000
2623,Enaldo Toxeto,CB,74,4200000
2624,Duirval Diniz,CB,74,1700000
2641,D. Benlamri,CB,74,4700000
2651,C. Romero,CB,73,8000000
2653,R. James,RB,73,7000000
2659,S. Salcedo,CB,73,6500000
2661,A. Tuanzebe,CB,73,6500000
2662,T. Tomiyasu,CB,73,6500000
2665,M. Senesi,CB,73,6500000
2668,Pedro Porro,RWB,73,6000000
2672,J. Gélin,CB,73,6000000
2673,R. van Drongelen,CB,73,6000000
2681,Lyanco,CB,73,5500000
2682,Álvaro Tejero,RB,73,5500000
2690,R. Rojas,CB,73,5500000
2692,M. Friedrich,CB,73,5500000
2694,B. Kuscevic,CB,73,5500000
2698,C. Montes,CB,73,5500000
2701,M. Wöber,CB,73,5500000
2702,T. Fosu-Mensah,RB,73,5500000
2703,Gabriel,CB,73,5500000
2704,C. Mepham,CB,73,5500000
2705,S. Alakouch,RB,73,5500000
2707,Pau Torres,CB,73,5500000
2713,D. Biraschi,CB,73,5000000
2726,F. Maouassa,LB,73,5000000
2727,R. Perraud,LB,73,5000000
2728,Aurélio Buta,RB,73,5000000
2729,V. Rosier,RB,73,5000000
2730,Kim Min Jae,CB,73,5000000
2735,A. Mawson,CB,73,4900000
2740,J. Figal,CB,73,4900000
2741,Nélson Monte,CB,73,4900000
2747,J. Kenny,RB,73,4900000
2761,David Juncà,LB,73,4700000
2765,N. Murru,LB,73,4700000
2769,H. Magnússon,CB,73,4700000
2772,Edgar Ié,CB,73,4800000
2774,F. Barba,CB,73,4800000
2777,F. Campos,RB,73,4700000
2778,F. Angileri,LB,73,4700000
2780,M. Miazga,CB,73,4800000
2781,Rafa Soares,LB,73,4700000
2783,G. Silva,CB,73,4800000
2785,S. Ingason,CB,73,4800000
2789,T. Parker,CB,73,4700000
2792,T. Ouwejan,LB,73,4700000
2794,A. Soto,LB,73,4700000
2795,Marc Navarro,RB,73,4700000
2796,Carlos Ponck,CB,73,4800000
2799,Yuri Ribeiro,LB,73,4700000
2801,Wilson Manafá,LB,73,4700000
2804,Ignasi Miquel,CB,73,4600000
2805,J. Bryan,LB,73,4500000
2809,Insua,CB,73,4600000
2810,J. Uronen,LB,73,4600000
2811,B. Djimsiti,CB,73,4600000
2815,Frederico Venâncio,CB,73,4600000
2816,Samir,CB,73,4700000
2820,D. Luckassen,CB,73,4700000
2826,M. Mohammadi,LB,73,4500000
2827,V. Jovanović,CB,73,4700000
2828,M. Mitrović,CB,73,4600000
2830,Marc Muniesa,CB,73,4300000
2834,L. Moore,CB,73,4400000
2836,L. Landre,CB,73,4300000
2837,J. Brabec,CB,73,4400000
2839,Patric,CB,73,4400000
2840,M. van der Hoorn,CB,73,4400000
2842,C. Jullien,CB,73,4400000
2845,K. Wimmer,CB,73,4400000
2847,I. Mbaye,RB,73,4500000
2849,C. Mbemba,CB,73,4500000
2852,A. Scholz,CB,73,4400000
2854,W. Zimmerman,CB,73,4400000
2855,D. Amartey,RB,73,4500000
2859,César,CB,73,4400000
2862,S. Klaiber,RB,73,4500000
2866,T. Leibold,LB,73,4400000
2867,Iago,CB,73,4300000
2876,Y. Meriah,CB,73,4500000
2878,M. Hanousek,LB,73,4300000
2883,M. Kamiński,CB,73,4200000
2894,Y. Banana,CB,73,0
2899,J. Czerwiński,CB,73,4200000
2900,M. Zaldivia,CB,73,4000000
2906,Raillo,CB,73,4200000
2913,Juanpe,CB,73,3900000
2914,B. Nuytinck,CB,73,3800000
2915,L. Benito,LB,73,4000000
2916,A. Souquet,RWB,73,4000000
2917,L. Sobiech,CB,73,3900000
2918,K. Long,CB,73,3900000
2921,Guitián,CB,73,3900000
2922,N. Isimat-Mirin,CB,73,4000000
2926,L. Pernica,CB,73,3800000
2931,Clerc,LB,73,4000000
2935,Bigas,CB,73,3900000
2937,M. Dijks,LB,73,4100000
2938,M. Poundjé,LB,73,4100000
2940,N. Gießelmann,LB,73,4000000
2943,Gonçalo Silva,CB,73,3900000
2944,F. Tobio,CB,73,3800000
2945,M. Nervo,CB,73,3900000
2952,E. Goldaniga,CB,73,4200000
2954,Lekue,RB,73,4100000
2955,A. Mina,CB,73,3900000
2956,Miguel Vieira,CB,73,3900000
2958,S. Taniguchi,CB,73,4000000
2959,O. Haddadi,LB,73,4000000
2963,D. Dainelli,CB,73,0
2966,Mario Álvarez,CB,73,800000
2975,Bruno Alves,CB,73,800000
2977,C. Fuchs,LB,73,1800000
2979,G. Rodríguez,CB,73,1200000
2980,J. Gandolfi,CB,73,800000
2985,P. Verhaegh,RB,73,1100000
2987,J. Insaurralde,CB,73,1500000
2993,M. Russ,CB,73,1900000
2997,M. Angeleri,RB,73,725000
3000,O. Veigneau,LB,73,1800000
3010,C. Daniels,LB,73,2500000
3012,A. Eschenko,RB,73,1100000
3013,N. Spolli,CB,73,800000
3021,D. Tošić,CB,73,1500000
3025,A. Beck,RB,73,2500000
3026,J. Babin,CB,73,2600000
3027,P. Karlsson,CB,73,1900000
3030,S. Prödl,CB,73,2600000
3034,F. Peluso,CB,73,1200000
3035,E. Pieters,LB,73,3200000
3038,E. Insúa,LB,73,3200000
3041,R. Sigurðsson,CB,73,0
3042,Luisinho,LB,73,1400000
3043,O. Kúdela,CB,73,2600000
3044,R. Řezník,RB,73,3200000
3048,L. Mabiala,CB,73,3000000
3049,R. Bengtsson,CB,73,1900000
3050,V. Torosidis,RB,73,1400000
3051,M. Yanga-Mbiwa,CB,73,3200000
3053,F. Kudryashov,CB,73,0
3056,Paulo Vinícius,CB,73,1500000
3057,Víctor Díaz,RB,73,2900000
3062,R. Bennett,CB,73,3400000
3063,G. Margreitter,CB,73,3200000
3064,J. Pied,RB,73,3200000
3066,J. Kana-Biyik,CB,73,3400000
3069,C. Basham,CB,73,3200000
3071,L. Rossettini,CB,73,1500000
3074,Diego Ângelo,CB,73,1900000
3077,J. Ward,RB,73,3300000
3079,Juan Cala,CB,73,3400000
3084,Wallace,CB,73,3000000
3087,R. Salinas,RB,73,2900000
3101,V. Wormgoor,CB,73,3200000
3102,V. Manceau,RB,73,3300000
3106,Etxeita,CB,73,3000000
3110,J. Boye,CB,73,2600000
3112,E. Zukanović,CB,73,2600000
3113,L. Orbán,CB,73,3200000
3115,V. Ignatiev,RB,73,2500000
3123,M. Le Marchand,CB,73,3400000
3124,E. Schelotto,RB,73,3200000
3127,V. Le Goff,LB,73,3300000
3128,F. Pisacane,CB,73,1900000
3129,Douglas,RB,73,3400000
3131,F. Diagne,CB,73,3400000
3132,N. Tomović,CB,73,3000000
3135,J. Vuković,CB,73,3000000
3140,Gabriel Silva,LB,73,3400000
3141,Arribas,CB,73,3200000
3144,G. Cunningham,LB,73,3400000
3145,Germán,CB,73,2600000
3146,Raul García,LB,73,3200000
3151,Aday Benítez,LWB,73,2900000
3152,Luna,LB,73,3400000
3153,A. Bamba,RB,73,3300000
3157,M. Aguirregaray,RB,73,3200000
3158,B. Bereszyński,RB,73,3700000
3162,S. García,CB,73,3200000
3163,B. Douglas,LB,73,3300000
3167,O. Sorg,RB,73,3300000
3169,I. Strinić,LB,73,2900000
3170,M. Frydrych,CB,73,3400000
3177,A. Flint,CB,73,3400000
3179,Álex Martínez,LB,73,3400000
3182,F. Lucioni,CB,73,3000000
3189,L. Ceppitelli,CB,73,3400000
3190,E. Berg,CB,73,3200000
3195,M. Hedges,CB,73,3400000
3201,P. Ankersen,RB,73,3400000
3206,V. Laurini,RB,73,3200000
3224,A. Correa,CB,73,1500000
3226,S. Medina,RB,73,3600000
3229,N. Pasquini,LB,73,3400000
3232,L. Jara,RB,73,3400000
3235,K. Waston,CB,73,3000000
3238,F. Sánchez,RB,73,3300000
3239,S. Vittor,CB,73,3200000
3240,A. Mosquera,CB,73,3400000
3247,R. García Guerreño,CB,73,3400000
3252,J. Laso,CB,73,3500000
3255,Juli Piresinho,RB,73,2900000
3256,Vinicius Cardenha,RB,73,3600000
3257,Ailton Valpaços,CB,73,3600000
3264,Oswaldito Cuba,LB,73,1100000
3265,Mauro Cildinho,RB,73,1100000
3266,Édundo Oliveira,CB,73,3600000
3267,Paolito Serra,CB,73,3600000
3272,Benjamin Meseira,RB,73,1100000
3274,N. Skubic,RB,73,3200000
3278,T. Shiotani,LB,73,3200000
3280,B. Dibassy,LB,73,3300000
3283,Douglas Armeira,RB,73,3600000
3297,M. Aarons,RB,72,5500000
3301,A. Bastoni,CB,72,5000000
3304,Nuno Tavares,LB,72,4900000
3306,B. Cufré,LB,72,4800000
3307,J. Lewis,LB,72,4900000
3308,Ayrton,LB,72,4800000
3309,F. Tomori,CB,72,4900000
3310,Diogo Leite,CB,72,4900000
3313,A. Caci,CB,72,4900000
3314,J. Torunarigha,CB,72,4900000
3319,C. Dagba,RB,72,4900000
3320,P. Schuurs,CB,72,4800000
3323,Aihen Muñoz,LB,72,4900000
3325,S. Luperto,CB,72,4600000
3326,J. Komar,CB,72,4600000
3328,Jorge Sáenz,CB,72,4600000
3329,S. McKenna,CB,72,4600000
3331,Léo Duarte,CB,72,4600000
3334,F. Ballo-Touré,LB,72,4500000
3337,K. Rüegg,RB,72,4600000
3338,O. Alderete,CB,72,4600000
3340,H. Türkmen,CB,72,4600000
3341,M. Targett,LB,72,4300000
3342,J. Onguéné,CB,72,4400000
3343,Adrián Marín,LB,72,4300000
3347,L. Abram,CB,72,4400000
3350,D. Lischka,CB,72,4400000
3354,S. Vegas,CB,72,4200000
3355,S. Posch,CB,72,4200000
3364,L. Mühl,CB,72,4200000
3365,G. Escobar,LB,72,4100000
3368,M. Murillo,RB,72,4100000
3371,I. Nedelcearu,CB,72,0
3374,B. Davies,CB,72,3900000
3375,Fábio Cardoso,CB,72,3900000
3377,F. Vicari,CB,72,3900000
3378,Saúl,LB,72,3900000
3385,Sergi Palencia,RB,72,3900000
3387,A. Calabresi,CB,72,3900000
3388,E. Kwateng,RB,72,3900000
3399,Nacho Vidal,RB,72,3900000
3401,D. Vavro,CB,72,3900000
3405,M. Suárez,RWB,72,3900000
3406,B. de Nooijer,LB,72,3900000
3409,A. Barison,CB,72,3800000
3423,Diego González,CB,72,3800000
3427,K. Tsimikas,LB,72,3800000
3429,J. Sánchez,LB,72,3800000
3430,Domingos Duarte,CB,72,3800000
3435,L. Koutris,LB,72,3800000
3440,B. Osborn,LWB,72,3700000
3445,B. Bolingoli,LB,72,3700000
3446,D. Sinkgraven,LB,72,3700000
3451,David Costas,CB,72,3700000
3455,Vigaray,RB,72,3700000
3467,K. Pedersen,LWB,72,3700000
3472,M. de los Santos,CB,72,3700000
3478,A. Hoffmann,CB,72,3500000
3481,T. Kalas,CB,72,3500000
3483,M. Franke,CB,72,3500000
3485,Iván López,RB,72,3500000
3491,U. Radaković,CB,72,3600000
3494,S. Moreira,RB,72,3600000
3496,P. Díaz,CB,72,3600000
3497,S. Schonlau,CB,72,3600000
3501,M. Oikonomou,CB,72,3500000
3502,J. Elez,CB,72,3600000
3503,Dani Calvo,CB,72,3600000
3504,V. Karavaev,RB,72,3600000
3507,M. Bani,CB,72,3600000
3514,S. Juklerød,LB,72,3500000
3517,N. Sangaré,RB,72,3500000
3518,F. Eboa Eboa,CB,72,3600000
3520,A. Najar,RB,72,3400000
3521,B. Martins Indi,CB,72,3400000
3524,F. Sørensen,CB,72,3400000
3530,F. Veseli,CB,72,3400000
3531,J. Okore,CB,72,3400000
3534,S. Byram,RB,72,3400000
3537,E. Roco,CB,72,3400000
3543,J. Toljan,RB,72,3500000
3544,G. Ortíz,CB,72,3400000
3546,V. García,RB,72,3400000
3548,N. Gyömbér,CB,72,3400000
3554,J. Riedewald,CB,72,3500000
3564,A. Tarek,CB,72,3400000
3567,J. Attamah,CB,72,3500000
3569,A. Sedlar,CB,72,3400000
3570,L. Rosić,CB,72,3400000
3579,C. Zimmermann,CB,72,3400000
3581,J. El Yamiq,CB,72,3400000
3582,A. Shabanov,CB,72,3400000
3585,K. Bartley,CB,72,3100000
3586,E. Muñoz,CB,72,3100000
3588,V. Sasso,CB,72,3100000
3592,M. Hector,CB,72,3300000
3595,A. Ba,CB,72,3100000
3596,O. Lewicki,CB,72,3300000
3599,J. Giraudon,CB,72,3300000
3600,J. Velázquez,CB,72,3100000
3603,E. Brítez,CB,72,3300000
3604,Dankler,CB,72,3300000
3608,M. Al Buraik,RB,72,3300000
3612,V. Salazar,RB,72,3300000
3614,Bruno Gaspar,RB,72,3300000
3617,S. Memišević,CB,72,3400000
3618,L. Štetina,CB,72,3300000
3620,L. Ayling,RB,72,3100000
3621,D. Polenta,CB,72,3100000
3622,M. Johansson,RB,72,3100000
3625,M. Zimmermann,RB,72,3100000
3627,J. Börner,CB,72,3000000
3629,L. Hejda,CB,72,2900000
3633,Pulido,CB,72,3000000
3639,I. Balliu,RB,72,3100000
3642,T. Smith,RB,72,3100000
3645,M. Wagué,CB,72,3000000
3650,A. Yiadom,RB,72,3100000
3654,Y. Al Shahrani,LB,72,3100000
3655,A. Struna,CB,72,3000000
3657,Carlos Hernández,CB,72,3000000
3661,S. Barreiro,CB,72,3300000
3664,E. Olivera,CB,72,2900000
3665,G. Peruzzi,RB,72,3100000
3667,Danilo,LB,72,3100000
3674,Tiago,CB,72,2900000
3675,M. Hawsawi,CB,72,3100000
3677,M. Jonjić,CB,72,3000000
3679,A. Issoko,RB,72,3100000
3680,C. Fai,RB,72,3200000
3683,O. Kanté,CB,72,2900000
3684,J. González,RB,72,3100000
3685,B. Planić,CB,72,3100000
3687,F. Coloccini,CB,72,625000
3691,C. Terzi,CB,72,950000
3695,D. Maietta,CB,72,625000
3700,J. Bottinelli,CB,72,1200000
3703,C. Jallet,RB,72,875000
3705,V. Găman,CB,72,2500000
3709,N. Asare,LB,72,1900000
3710,K. Reichel,LB,72,1900000
3711,J. Beausejour,LB,72,875000
3712,J. Barroso,CB,72,1200000
3715,P. Bardsley,RB,72,1100000
3716,B. Sagna,RB,72,575000
3717,N. Lombaerts,CB,72,1200000
3721,S. Ward,LB,72,1400000
3724,K. Nababkin,LB,72,1900000
3725,S. Kaya,CB,72,2700000
3727,J. Sorbon,CB,72,950000
3729,M. Suttner,LB,72,1900000
3731,R. Shawcross,CB,72,2300000
3732,R. Shotton,CB,72,2500000
3733,Christian Fernández,CB,72,1500000
3734,De la Bella,LB,72,1400000
3735,J. Basanta,CB,72,950000
3736,David Fernández,CB,72,1200000
3743,R. De Laet,RB,72,2500000
3745,Choi Chul Soon,RB,72,1900000
3751,A. Jędrzejczyk,CB,72,2300000
3753,Sergio Sánchez,CB,72,1500000
3757,U. Demirok,CB,72,2500000
3766,A. Wilkinson,CB,72,1200000
3775,A. Weber,CB,72,2000000
3782,M. Pazdan,CB,72,2300000
3785,V. Forren,CB,72,2300000
3787,M. Rybus,LB,72,2600000
3789,K. Adénon,CB,72,1500000
3790,K. Naughton,RB,72,2500000
3791,G. Vural,LB,72,2200000
3797,J. Pereira,CB,72,2000000
3803,F. Cacciatore,RB,72,1900000
3805,S. Wuytens,CB,72,2600000
3811,Laure,RB,72,1100000
3813,Thiago Cionek,CB,72,1500000
3815,F. Jungwirth,CB,72,2500000
3816,L. Ariaudo,CB,72,2500000
3818,A. Rispoli,RB,72,2500000
3820,Fábio,RB,72,2700000
3824,C. Nhamoinesu,CB,72,1500000
3829,J. Bennett,LB,72,2600000
3830,O. Gonzalez,CB,72,2500000
3834,M. Besler,CB,72,2000000
3835,K. Hansen,CB,72,2500000
3840,M. Albornoz,LB,72,2700000
3848,G. Kashia,CB,72,2300000
3850,C. Trimmel,RB,72,1900000
3851,C. Mavinga,CB,72,2700000
3862,F. Moubandje,LB,72,2600000
3863,A. Abdennour,CB,72,2600000
3865,T. Ream,CB,72,2300000
3869,Álvaro Arroyo,CB,72,2500000
3870,S. Romagnoli,CB,72,2600000
3876,W. Lautoa,CB,72,2300000
3877,L. Caldirola,CB,72,2700000
3878,R. Métanire,RB,72,2600000
3881,N. Boilesen,LB,72,2800000
3884,Carles Planas,LB,72,2700000
3887,L. Carole,LWB,72,2700000
3893,Juankar,LB,72,2600000
3894,M. Capuano,CB,72,2800000
3896,M. Ostrzolek,LB,72,2600000
3897,A. Behich,LB,72,2700000
3902,C. Löwe,LB,72,2500000
3907,J. Fjóluson,CB,72,0
3908,J. Korb,RB,72,2800000
3910,C. Kerbrat,CB,72,2000000
3912,T. Leistner,CB,72,2700000
3913,M. Bauer,RB,72,2800000
3914,I. Piris,RB,72,0
3915,S. Gentiletti,CB,72,1200000
3916,L. Abecasis,RB,72,2600000
3921,G. Sakai,RB,72,2700000
3925,Patrick,RB,72,2700000
3928,M. Danielson,CB,72,2500000
3933,F. Chafik,RB,72,1900000
3939,M. Chanot,CB,72,2600000
3944,C. Suárez,CB,72,2000000
3945,W. Tesillo,CB,72,2600000
3949,D. Andrade,LB,72,2700000
3950,D. Banguero,LB,72,2600000
3954,E. Insúa,LB,72,2700000
3958,J. Schunke,CB,72,2000000
3960,R. Delgado,LB,72,2600000
3961,G. Letizia,LB,72,2600000
3962,J. Pivarić,LB,72,2500000
3966,Djavan,LB,72,2200000
3968,M. Abarhoun,CB,72,2500000
3978,F. Mladenović,LB,72,2800000
3981,V. Aguilera,CB,72,2500000
3985,C. Chimino,RB,72,2200000
3987,D. Martínez,RB,72,2600000
3988,G. Lanaro,CB,72,1500000
3991,J. Moreira,RB,72,2600000
3992,M. Bakakis,RB,72,2700000
3996,Jorge Carvallinho,CB,72,950000
4005,Jonas Damasto,LB,72,875000
4006,Joshuando Sá,LB,72,875000
4007,Jeff Meirson,LB,72,2800000
4008,Alexandre Frandeira,CB,72,2300000
4027,Vágner Corraldo,LB,72,2200000
4029,C. Quintana,CB,72,2300000
4033,Enzo Merques,LB,72,875000
4034,Marlion Simões,LB,72,2800000
4036,Bebeto,RB,72,2600000
4039,J. Veria,LB,72,0
4041,W. Saliba,CB,71,4600000
4045,J. Todibo,CB,71,4800000
4052,M. Clarke,CB,71,3900000
4054,D. Fry,CB,71,3900000
4055,G. Pezzella,LB,71,3900000
4057,D. Maresic,CB,71,3800000
4059,Emerson,RB,71,3900000
4060,J. Souttar,CB,71,3700000
4062,B. Godfrey,CB,71,3800000
4063,G. Taylor,LB,71,3700000
4064,Lluis López,CB,71,3700000
4065,Dodô,RB,71,3700000
4066,V. Nelsson,CB,71,3800000
4068,M. Wagué,RB,71,3700000
4069,R. Petretta,LB,71,3700000
4070,T. Malacia,LB,71,3600000
4073,F. Romagna,CB,71,3500000
4077,M. Valenzuela,LB,71,3500000
4082,N. Katić,CB,71,3500000
4084,C. Halkett,CB,71,3300000
4086,M. Somma,CB,71,3300000
4090,K. Danso,CB,71,3400000
4092,Bremer,CB,71,3300000
4097,Álex Díez,RB,71,3300000
4103,E. Amor,CB,71,3200000
4111,K. Bonifazi,CB,71,3200000
4113,D. Muñoz,RB,71,3100000
4114,J. Chabot,CB,71,3200000
4122,M. Valjent,CB,71,3000000
4124,R. Coly,LB,71,3000000
4126,J. Rodríguez,CB,71,3000000
4129,O. Boscagli,LB,71,3000000
4149,J. Castelletto,CB,71,2900000
4157,S. Findlay,CB,71,2900000
4161,Jordi Calavera,RB,71,2900000
4162,F. Centonze,RB,71,2900000
4163,C. De Norre,LB,71,2900000
4165,Miguelón,RB,71,2900000
4166,R. Kristensen,RB,71,2900000
4168,L. Agbenyenu,LB,71,2900000
4173,A. Briseño,CB,71,2800000
4174,P. Bauer,CB,71,2800000
4185,P. Mwene,RB,71,2800000
4186,J. Zimmer,RB,71,2800000
4190,J. Gómez,RB,71,2800000
4191,G. Piovi,CB,71,2800000
4196,P. Stojanović,RB,71,2800000
4199,Brian Oliván,LB,71,2800000
4204,M. Barbieri,CB,71,2800000
4206,A. D'Alberto,RB,71,2800000
4208,J. Lefort,CB,71,2800000
4210,M. Bokadi,CB,71,2800000
4215,A. Vallci,LB,71,2800000
4216,Diego Caballo,LB,71,2800000
4217,U. Ćosić,CB,71,2700000
4225,D. Lenihan,CB,71,2700000
4227,Tobias Figueiredo,CB,71,2700000
4229,L. Villalba,LB,71,2700000
4230,E. Godoy,CB,71,2700000
4231,J. Cooper,CB,71,2800000
4232,J. Abella,RB,71,2700000
4235,L. Di Plácido,RB,71,2700000
4236,G. Jung,CB,71,2800000
4239,K. Ehizibue,RB,71,2700000
4241,P. Stenzel,RB,71,2700000
4242,Nadjack,RB,71,2700000
4244,P. Burner,RB,71,2700000
4247,A. Rrahmani,CB,71,2700000
4248,Vítor Tormena,RB,71,2700000
4252,B. Wright,CB,71,2600000
4254,C. Christie,RB,71,2600000
4255,A. Milošević,CB,71,2600000
4264,L. Antei,CB,71,2600000
4273,A. Callens,CB,71,2600000
4277,Bressan,CB,71,2600000
4283,P. Mainka,CB,71,2700000
4284,A. Pantic,CB,71,2600000
4285,H. Palacios,RB,71,2600000
4286,J. Gradit,CB,71,2600000
4287,W. Kanon,CB,71,2700000
4288,J. Cabral,CB,71,2600000
4290,B. Schmitz,RB,71,2600000
4292,G. Bettini,RB,71,2600000
4293,Afonso Figueiredo,LB,71,2600000
4294,Carraça,RB,71,2600000
4296,J. de Wijs,CB,71,2700000
4297,Y. Barbet,CB,71,2600000
4298,E. Burgos,CB,71,2600000
4300,J. Galván,CB,71,2600000
4301,H. Wahl,CB,71,2700000
4302,J. Šimunović,CB,71,2700000
4306,Y. Salmier,CB,71,2600000
4307,Artur Jorge,CB,71,2700000
4308,B. Țîru,CB,71,2700000
4311,D. Kolovetsios,CB,71,2600000
4313,B. Barišić,LB,71,2600000
4314,Felipe Curcio,LB,71,2600000
4316,João Lucas,LB,71,2600000
4320,H. Dean,CB,71,2500000
4321,D. Batth,CB,71,2400000
4329,S. Ajayi,CB,71,2600000
4330,F. Ceccherini,CB,71,2500000
4332,Koo Ja Ryong,CB,71,2500000
4333,L. Galeano,CB,71,2500000
4335,S. Decarli,CB,71,2500000
4336,R. López,RB,71,2500000
4338,M. Herrera,CB,71,2500000
4339,S. Silva,CB,71,2500000
4340,A. Çalık,CB,71,2600000
4342,A. Oğuz,RB,71,2500000
4343,C. Yambéré,CB,71,2400000
4346,Jadson,CB,71,2500000
4354,T. Lees,CB,71,2300000
4357,M. Peybernès,CB,71,2300000
4358,D. Burn,CB,71,2400000
4359,C. Avevor,CB,71,2400000
4360,J. Zelený,LB,71,2400000
4362,T. Darikwa,RB,71,2400000
4363,M. te Wierik,CB,71,2400000
4370,J. Risdon,RB,71,2400000
4371,O. Vranješ,CB,71,2200000
4373,M. Bianchetti,CB,71,2500000
4374,L. Krajnc,CB,71,2500000
4382,L. Kübler,RB,71,2400000
4384,S. Holmén,CB,71,2400000
4385,S. Magnasco,RB,71,2400000
4387,L. Quintana,CB,71,2400000
4388,M. Alaa,CB,71,0
4389,F. Calvo,CB,71,2500000
4390,Kim Jin Su,LB,71,2400000
4408,Neris,CB,71,2400000
4409,Alberto Benito,RB,71,2400000
4412,C. Ganea,LB,71,2400000
4414,N. Bancu,LB,71,2400000
4416,A. Espino,LB,71,2400000
4420,O. Deschacht,CB,71,475000
4423,A. Turan,CB,71,725000
4427,B. Cesar,CB,71,475000
4431,C. Araujo,RB,71,425000
4434,E. Albayrak,LB,71,2000000
4435,Tito,RB,71,1100000
4438,M. Stefani,CB,71,725000
4439,M. Caligiuri,CB,71,725000
4442,A. Mureșan,CB,71,1100000
4443,C. Săpunaru,CB,71,725000
4445,C. Berra,CB,71,875000
4447,U. Hünemeier,CB,71,1100000
4455,R. Keogh,CB,71,1500000
4462,J. Torres Nilo,LB,71,1700000
4466,M. Madl,CB,71,1800000
4472,Feng Xiaoting,CB,71,1100000
4476,J. Domínguez,CB,71,1800000
4477,L. Baal,LB,71,1100000
4479,T. Derijck,CB,71,1500000
4481,A. Costa,CB,71,1100000
4484,C. Mulgrew,CB,71,1100000
4486,B. Capon,RB,71,1700000
4488,T. Elphick,CB,71,1800000
4489,A. Hloušek,LB,71,1900000
4496,G. Berardi,CB,71,1900000
4498,M. Mavraj,CB,71,1100000
4499,Y. Benalouane,CB,71,1500000
4503,E. Terranova,CB,71,1500000
4507,B. Angulo,LB,71,2000000
4512,Antoñito,RB,71,1700000
4520,O. Alanís,CB,71,1900000
4521,L. Fuentes,LB,71,1500000
4522,O. Čelůstka,CB,71,1900000
4526,G. Friend,LWB,71,1700000
4527,Felipe,CB,71,1500000
4529,M. Morrison,CB,71,1800000
4531,G. Belaud,RB,71,1500000
4534,M. Caire,RB,71,1900000
4536,G. Angella,CB,71,1900000
4539,N. Baker,CB,71,2100000
4541,H. Afful,RB,71,1100000
4542,B. Salamon,CB,71,2100000
4544,G. Scognamiglio,CB,71,1500000
4545,M. van der Werff,CB,71,1900000
4553,H. Dalsgaard,RWB,71,2000000
4554,Camora,LB,71,1500000
4556,Botía,CB,71,1900000
4559,Welinton,CB,71,1900000
4560,Bóveda,RB,71,1900000
4563,Fontàs,CB,71,2000000
4571,S. Malone,LB,71,2000000
4574,S. Hutchinson,CB,71,2100000
4575,M. Coronel,CB,71,1900000
4576,M. Correia,CB,71,1900000
4581,L. Marrone,CB,71,2000000
4582,G. Jara,CB,71,1100000
4589,J. Sala,RB,71,2100000
4590,Ivo Pinto,RB,71,2000000
4591,P. Djilobodji,CB,71,1900000
4597,A. Tinnerholm,RB,71,2000000
4600,Hong Chul,LB,71,2000000
4601,Yun Young Sun,CB,71,1900000
4606,J. Sánchez,RB,71,2000000
4607,Jorge Teixeira,CB,71,1500000
4608,M. Torsiglieri,CB,71,1800000
4609,M. Yumlu,CB,71,1800000
4610,Z. Bergdich,LWB,71,1900000
4614,Zhang Linpeng,CB,71,1900000
4616,M. Colin,RWB,71,2100000
4627,Z. Erdal,LB,71,1700000
4633,Diogo Figueiras,RB,71,2000000
4634,G. Achilier,CB,71,875000
4641,Marcelo,CB,71,2000000
4646,E. Alioski,LB,71,2100000
4651,S. Ben Youssef,CB,71,1900000
4654,I. Runje,CB,71,2100000
4656,E. Valentini,RB,71,1900000
4661,Hélder Lopes,LB,71,1900000
4663,G. Lovrencsics,RB,71,0
4664,M. Abero,LB,71,2000000
4665,H. Aleesami,LB,71,2100000
4666,Elsinho,RB,71,2000000
4676,B. Acosta,CB,71,1500000
4678,E. Perlaza,RB,71,1900000
4681,M. Piedrahita,RB,71,825000
4682,F. Díaz,LB,71,675000
4688,E. García,LB,71,2000000
4694,M. Morishige,CB,71,1500000
4695,G. Toledo,RB,71,2000000
4703,R. Mphahlele,RB,71,2000000
